pos,label
v--anm--- l-p---mn- r-------- p-p---na- l-s---ma- n-s---ma- a-s---ma- u-------- p-s---mn- v-pppamg- l-p---mg- a-p---mg- c-------- l-p---mg- r-------- l-s---ng- n-s---ng- n-p---mg- u-------- c-------- l-p---mg- d-------- v-srpamg- n-s---mg- l-s---mg- n-s---mg- u-------- l-p---mg- c-------- r-------- l-s---mg- n-s---ng- n-s---mg- n-s---mg- u-------- v-sapamn- l-s---fa- n-s---fa- v3saia--- a-s---fa- n-s---fa- u--------,h
v-sapamn- d-------- n-p---ma- c-------- l-s---md- n-s---md- l-p---mg- a-p---mg- v-sapamn- v3spie--- p-p---na- u--------,h
v-sapamn- p-s---ma- d-------- c-------- n-p---ma- v3saia--- r-------- l-s---fa- n-s---fa- l-s---na- n-s---na- d-------- v-srpamn- l-p---ma- a-p---ma- u-------- l-p---mn- p-s---ma- v-sppama- r-------- n-s---ma- v3paia--- v--ana--- d-------- u-------- v3siie--- c-------- l-s---mg- n-s---mg- n-p---mn- a-s---fg- r-------- p-s---mg- v--ana--- u-------- a-s---na- v-sapamn- r-------- l-s---fd- r-------- n-p---ma- v-sapmfd- n-s---fd- u-------- n-s---fa- d-------- v-sapamn- c-------- a-p---na- v-sapmmn- a-p---nd- n-p---na- u--------,h
l-s---mn- d-------- n-s---mn- l-s---mn- l-p---mg- n-p---mg- v-sappmn- v3saia--- p-s---md- l-p---mg- n-p---mg- v-sapamn- n-p---ma- a-p---ma- p-p---mn- a-p---mn- d-------- d-------- v3paim--- n-s---mg- u-------- a-p---mn- c-------- u--------,h
n-p---ng- d-------- n-p---fa- v-pppamn- v3piie--- p-s---md- d-------- u--------,h
v-papamn- d-------- p-p---mn- r-------- n-s---md- v3paia--- l-s---fa- n-s---fa- u--------,h
d-------- d-------- l-s---mn- n-s---mn- v2srma--- n-p---mg- u-------- d-------- n-p---fa- l-p---fa- v-pppafa- v-sapamn- c-------- a-p---na- v-sapamn- u-------- r-------- c-------- l-p---nd- v-prpand- v3siia--- l-s---fa- n-s---fa- v-sppamn- d-------- d-------- c-------- d-------- u--------,h
r-------- d-------- d-------- a-s---ma- n-s---ma- p-s---na- v-papamn- l-p---mn- d-------- l-s---mg- n-s---mg- n-p---mn- c-------- l-p---mn- l-s---mg- n-s---mg- v3ppia--- p-s---ma- u--------,h
d-------- d-------- n-s---mn- v3saia--- l-s---na- a-s---na- n-s---fg- u-------- c-------- l-s---fa- n-s---fa- d-------- n-p---na- v-srpefa- v-sppamn- v3saia--- u--------,h
l-p---mn- d-------- v-papamn- n-s---ma- d-------- r-------- n-s---fg- r-------- p-p---md- v3paia--- u--------,h
v-sppemn- d-------- l-s---fd- n-s---fv- l-s---mn- n-s---mn- v3siie--- n-s---md- u-------- c-------- v3spoe--- p-s---md- l-s---fa- n-s---fa- v--pna--- n-s---fa- r-------- l-s---fd- n-s---fd- u--------,h
v-sapmmg- d-------- l-s---ma- n-s---ma- c-------- v-sapamg- r-------- p-p---nd- n-s---mg- u-------- v3ppie--- d-------- r-------- l-s---fd- n-s---fd- n-s---na- a-s---nas u-------- c-------- p1s---mn- v1spsa--- u-------- a-s---nd- u-------- c-------- d-------- v3saip--- r-------- a-s---mg- l-s---ng- a-s---ng- n-s---ng- l-s---nn- a-s---fn- v-sppann- d-------- a-s---fnc c-------- n-s---fg- a-s---fg- v-srpenn- d-------- u-------- c-------- d-------- d-------- d-------- p-p---mn- r-------- n-p---md- l-p---md- a-p---md- v-pppemd- v--pna--- n-p---mg- n-s---fa- v3ppse--- p-p---na- u--------,h
r-------- l-s---md- n-s---md- l-s---md- n-s---md- v3siia--- n-s---fn- p-s---fd- n-s---nn- v3siia--- n-s---fn- u-------- n-s---na- r-------- n-p---mg- n-p---mg- v-sppafn- a-p---md- n-p---ma- d-------- d-------- a-s---mn- u--------,h
a-s---fa- l-s---fa- n-s---fa- v-papamn- n-s---fd- u-------- r-------- n-s---nn- v-papamn- c-------- v-papamn- n-s---nn- a-s---na- a-s---na- v3siia--- a-s---nas v--fne--- v-sppafn- u-------- v3piia--- r-------- l-s---na- n-s---na- u-------- a-p---ma- n-p---ma- v-papamn- u--------,h
l-p---mn- l-p---na- v-prpena- v3piia--- v-papmmn- r-------- l-s---na- n-s---na- u-------- v-pppamn- p-p---na- u--------,h
i-------- n-p---mn- u-------- v2ppme--- a-s---md- n-s---md- n-s---ma- u-------- l-s---ma- a-s---fn- l-s---fn- n-s---fn- v-sapafn- n-p---mg- d-------- v3spia--- r-------- l-s---fa- p-s---fg- n-s---fa- u--------,h
l-p---mn- d-------- d-------- p-p---na- v-pppamn- v3piia--- u--------,h
d-------- d-------- r-------- d-------- l-p---ma- n-p---ma- n-s---fn- v3saim--- c-------- n-s---fn- n-s---ma- v3spia--- u-------- c-------- l-p---mn- r-------- l-s---nd- n-s---nd- v-pppemn- l-s---fa- n-s---fa- v--pna--- a-s---fa- l-s---fa- n-s---ma- v3piie--- d-------- l-s---fa- n-s---fa- c-------- v3piie--- n-s---ma- u--------,h
v-sapamn- d-------- l-s---fa- n-s---fa- n-s---md- l-s---md- v-srpemd- l-s---mn- n-s---mn- r-------- l-s---fa- n-s---fa- l-s---fa- r-------- n-s---ma- v-sapmfa- v3spia--- l-s---mg- n-s---mg- l-s---fa- n-s---fa- u--------,h
a-p---na- d-------- n-p---mg- d-------- p-s---md- v-pppamg- n-p---mg- c-------- v-pppemg- a-p---mg- v--pna--- l-p---mg- n-p---mg- u-------- d-------- v-sppemn- p-s---md- v--anm--- r-------- l-s---fg- a-s---mg- n-s---fg- n-p---na- v3siie--- p-s---fd- d-------- r-------- n-s---ma- u--------,h
l-p---na- d-------- d-------- a-p---na- v3siia--- p-p---na- l-s---fn- n-s---fn- u-------- d-------- c-------- d-------- v-sppafd- c-------- d-------- d-------- v2spie--- l-s---fd- p-s---fg- n-s---fd- u-------- l-s---fn- c-------- l-s---md- n-s---md- u--------,h
n-s---fd- d-------- c-------- v3siia--- v3siie--- l-s---fa- n-s---fa- l-p---md- n-p---md- u--------,h
v-sapamn- d-------- l-s---mn- n-s---mn- l-p---na- v-pppena- r-------- p-s---md- v3siie--- r-------- l-s---fg- n-s---fg- l-s---na- d-------- u-------- v-sapmmn- c-------- r-------- n-s---fa- v3siie--- r-------- l-p---md- n-p---md- u--------,h
n-s---mg- d-------- n-s---fd- v-sapamg- v--pne--- d-------- l-s---fa- n-s---fa- u-------- d-------- v3piia--- n-p---fa- r-------- l-p---mg- n-p---ng- p-p---fn- p-p---md- v3piie--- d-------- p-s---na- u--------,h
a-p---mg- d-------- a-p---na- v-papamg- n-p---na- u-------- n-p---mn- v3paim--- l-s---fd- n-s---fd- l-p---ng- n-p---ng- u--------,h
d-------- d-------- u-------- d-------- a-s---md- n-s---md- v--ana--- u-------- n-s---mn- v3saia--- c-------- a-p---nn- p-p---md- v3slie--- r-------- l-s---fa- n-s---fa- u--------,h
d-------- d-------- a-p---mn- a-p---mn- v3paim--- r-------- n-s---fg- u-------- c-------- a-s---mn- p-p---md- n-s---mn- v-srpemn- n-s---mn- u-------- p-s---md- n-s---nn- v3siia--- n-s---mn- u-------- n-s---fa- a-s---fa- v3siie--- u-------- v-sapamn- d-------- n-p---na- c-------- n-p---ma- u--------,h
r-------- n-s---fg- d-------- v-pappmn- r-------- a-s---ng- n-s---ng- v3paim--- d-------- u-------- c-------- a-s---ma- l-s---fg- n-s---fg- v3ppia--- n-s---ma- u--------,h
r-------- d-------- a-s---md- l-s---md- n-s---md- p-p---md- v-pppemd- l-p---mn- d-------- r-------- l-s---ng- n-s---ng- n-p---mn- v3paim--- p-p---mn- c-------- r-------- l-p---mg- n-p---mg- v3piia--- u-------- p-p---md- l-s---fn- n-s---fn- r-------- n-s---fg- v1siia--- a-s---nnc u--------,h
p-p---mn- d-------- d-------- v3piie--- u-------- n-p---mg- c-------- l-p---mn- r-------- l-s---ng- n-s---ng- u-------- c-------- d-------- n-s---mn- l-p---na- n-p---na- v3saia--- u-------- c-------- d-------- c-------- v3saia--- n-s---ma- u-------- n-s---ma- a-s---ma- v3piia--- u--------,h
c-------- d-------- v3piip--- r-------- l-s---mg- n-s---mg- p-s---ma- v--pne--- r-------- l-s---na- n-s---na- u-------- d-------- d-------- v3ppia--- r-------- p-s---ma- u--------,h
d-------- p-p---mn- d-------- n-s---fd- v3piia--- r-------- l-p---ma- v-pppama- c-------- l-p---mn- r-------- n-s---ma- u-------- c-------- v-pappmn- r-------- n-s---mg- v3piia--- r-------- l-s---na- n-s---na- u-------- r-------- p-s---na- v-pppamn- v3ppie--- r-------- n-s---fg- n-s---fg- a-s---na- u-------- c-------- a-p---na- v3paim--- l-p---na- n-p---na- u--------,h
d-------- a-s---fd- n-s---md- v-sppemn- v3spie--- n-s---md- n-s---mn- l-s---mn- n-s---mn- a-s---mn- n-s---mn- u-------- p-s---mn- l-s---md- v-sppamn- v3spia--- r-------- a-s---md- n-s---md- p-p---na- v-sppamn- u--------,h
v3srie--- d-------- l-s---mn- n-s---mn- u-------- l-s---nn- d-------- n-s---nn- v3srie--- u-------- n-p---mn- c-------- v3pfia--- n-s---fg- r-------- n-s---fg- u--------,h
l-s---mn- d-------- d-------- p-s---md- v-sppamn- v2spse--- p-p---na- u-------- n-s---mn- c-------- v-sapamn- l-s---na- a-s---na- c-------- v-sppamn- v--pne--- l-s---na- v-sappna- v3siia--- l-s---fa- n-s---fa- u--------,h
n-p---mn- d-------- l-p---mn- r-------- l-s---ng- n-s---ng- r-------- n-s---nn- v-prpemn- v3piia--- d-------- d-------- u-------- c-------- r-------- l-s---na- n-s---na- a-p---mn- p-p---mg- l-p---m-- d-------- r-------- n-p---ma- l-p---mn- c-------- r-------- n-s---nn- u--------,h
l-p---mn- d-------- r-------- n-s---ma- v-papamn- l-p---ma- n-p---ma- v3ppia--- u--------,h
v-pppamg- d-------- p-p---mg- n-s---fa- d-------- a-s---fas n-s---mn- v3spie--- u-------- c-------- d-------- v3paop--- d-------- l-p---mn- n-p---mn- v-prpemn- c-------- v3ppoa--- u--------,h
v-sapamn- l-p---ma- n-p---ma- r-------- n-p---ma- v3siia--- u-------- l-p---mn- c-------- v-pppamn- l-p---ma- v-pppama- v3piia--- l-p---na- v-prpena- r-------- n-s---mg- u-------- v--pna--- d-------- v-pppamn- c-------- v--pna--- a-s---ma- r-------- l-p---na- p-s---mg- u--------,h
v-pppemg- d-------- l-p---mg- n-p---mg- u-------- d-------- d-------- n-s---mn- l-s---na- a-s---na- v-sapamn- n-p---fa- v3saia--- l-s---fa- n-s---fa- n-p---md- d-------- a-p---md- c-------- n-p---ng- n-p---fd- u-------- l-p---mg- d-------- d-------- l-p---mg- c-------- r-------- n-s---mg- n-s---mg- v--ppamg- u-------- n-p---ma- d-------- l-p---mg- v-papamg- n-p---mg- c-------- d-------- d-------- v-papamg- n-p---ma- v-sapamn- c-------- v-sapamn- r-------- n-s---fa- u-------- d-------- d-------- p-s---fa- l-s---mn- n-s---mn- v3saim--- n-s---md- c-------- v3saia--- n-s---md- u-------- r-------- c-------- d-------- p-p---nd- l-s---fa- n-s---fa- n-s---fa- v-sapamn- r-------- l-p---ng- n-p---ng- v-sapamn- d-------- d-------- u--------,h
r-------- a-s---ma- n-s---fn- l-s---ng- n-s---ng- v3siia--- u-------- r-------- a-s---mg- l-s---mg- n-s---mg- a-s---mg- v-sapamn- l-p---ma- n-p---ma- v3siia--- r-------- a-s---ma- n-s---ma- l-s---fg- n-s---fg- u--------,h
d-------- n-s---mn- d-------- v3siia--- n-p---mg- u-------- n-p---mg- c-------- l-p---mn- d-------- r-------- l-s---fd- n-s---fd- v3plia--- u-------- l-p---mn- c-------- p-p---mg- r-------- n-p---mg- v3piia--- r-------- l-s---fg- a-s---fg- u--------,h
l-p---ma- d-------- d-------- n-p---ma- p-p---na- l-s---ma- n-s---ma- a-s---ma- v3siie--- l-s---mn- n-s---mn- v-pppana- u-------- l-p---ma- c-------- n-p---ma- r-------- a-p---ng- d-------- a-p---ng- v-prpama- c-------- v-pppama- d-------- l-s---md- n-s---md- a-p---ma- n-p---mg- u--------,h
r-------- d-------- n-s---mg- v-sppamg- c-------- n-s---mg- r-------- n-s---fd- l-p---ma- a-p---ma- n-p---ma- v-pppamn- l-p---mn- n-p---mn- r-------- n-p---ma- a-p---ma- v3piia--- u--------,h
l-s---na- d-------- d-------- a-s---na- p-p---ng- d-------- a-p---mns v3piia--- d-------- a-p---mg- n-p---mg- r-------- d-------- p-p---ma- a-p---ma- c-------- n-p---md- a-p---mn- u--------,h
v3paia--- d-------- d-------- r-------- n-s---fa- u--------,h
n-s---mg- l-p---mg- n-p---mg- a-s---mg- n-s---mg- v-sapamg- r-------- n-p---ma- r-------- l-s---na- n-s---na- u-------- c-------- v3siia--- r-------- l-s---na- n-s---na- u-------- d-------- l-s---fn- n-s---fn- v3spia--- p-p---na- u--------,h
v2spia--- i-------- n-s---mv- a-s---ma- r-------- a-s---ma- n-s---ma- n-s---md- a-s---mn- c-------- n-s---fa- a-p---na- n-p---na- v-pppamd- u--------,h
v1spia--- d-------- p2s----a- n-s---ma- v1sfim--- c-------- n-s---ma- u--------,h
d-------- d-------- d-------- d-------- n-s---ma- v1spie--- u-------- i-------- n-s---mv- u--------,h
l-p---mn- d-------- d-------- p-p---mn- r-------- p-p---nd- v3ppia--- d-------- v--ana--- p-s---md- l-s---fa- a-s---fa- l-s---ma- d-------- v-srpama- n-s---ma- n-p---md- u--------,h
d-------- d-------- a-p---mn- n-p---mn- v3ppia--- u-------- n-s---ma- v-sapama- n-s---mg- u-------- n-s---mg- d-------- p-s---mg- v-sppamg- c-------- n-p---mg- u-------- r-------- n-s---fg- v--anm--- p-p---na- u--------,h
c-------- d-------- v3saia--- a-p---na- u-------- v3saia--- l-p---na- a-p---na- a-s---na- u-------- c-------- v3saia--- p-p---na- d-------- v--pna--- u--------,h
r-------- d-------- l-p---na- r-------- n-s---ma- v-pppana- u-------- n-p---fa- d-------- n-p---fa- c-------- n-p---nn- u-------- r-------- d-------- p-p---md- l-p---ma- n-p---ma- c-------- n-p---ma- v3saia--- n-s---mn- u--------,h
d-------- d-------- v-papamn- v3paip--- u-------- l-s---md- c-------- n-s---md- v-sapamd- a-s---ma- v-papmmn- v3ppie--- d-------- u--------,h
a-p---na- d-------- r-------- d-------- n-s---fd- a-s---fd- c-------- a-s---fd- d-------- a-p---fg- n-p---mg- u-------- d-------- d-------- v3paia--- d-------- c-------- v3paip--- u-------- c-------- d-------- p-p---md- d-------- v3siia--- n-s---fa- v--pna--- u-------- c-------- v-papamn- n-p---mg- a-p---mnc v--pna--- v3piie--- r-------- n-p---md- r-------- a-s---fd- l-s---fd- n-p---mg- n-s---fd- u--------,h
l-s---fn- d-------- n-s---fn- p-p---md- v3spia--- p-p---na- u--------,h
n-s---fa- p1s---fa- v2spia--- u--------,h
a-s---na- p1s---fa- v2spia--- u--------,h
d-------- p-s---md- v1sfia--- u--------,h
a-p---mn- r-------- n-s---fd- a-p---mn- n-p---mn- v3ppia--- u-------- l-p---mn- p-s---ma- v3pfia--- u--------,h
p1s---mn- d-------- p-s---md- d-------- v1spia--- u--------,h
v1sfia--- p-s---md- n-s---fa- a-s---ma- v--anm--- c-------- a-s---ma- n-s---nn- n-s---md- v--anm--- u--------,h
p-p---na- c-------- v-pappna- v3paia--- l-p---mn- n-p---mn- u-------- n-p---mg- d-------- l-p---mg- a-p---mg- v3piie--- u-------- l-p---mn- c-------- n-p---fa- v-pppemn- r-------- n-p---ma- v3piie--- u-------- n-s---md- a-s---md- a-p---mn- u-------- d-------- d-------- v-pfpemn- l-p---ma- n-p---ma- u--------,h
v-papemn- d-------- l-s---fd- n-s---fd- u-------- a-p---mn- p-p---mg- v3paip--- u-------- n-p---fa- d-------- v-pppamn- p-p---fa- v3piie--- p-p---mn- c-------- n-s---md- v-papmmn- l-s---na- n-s---na- l-s---na- n-p---mg- v3piie--- u--------,h
l-p---fn- d-------- n-p---fn- a-p---fn- r-------- p-p---fd- v3plip--- d-------- c-------- r-------- p1s---ma- v3piia--- a-p---fn- r-------- n-s---fd- r-------- l-s---ma- n-s---ma- l-s---fg- n-s---fg- n-s---fg- v-pppefn- u--------,h
r-------- d-------- d-------- l-s---ma- a-s---ma- n-s---ma- d-------- d-------- d-------- v3piia--- r-------- l-p---ma- n-p---ma- u-------- r-------- c-------- l-s---ma- r-------- n-s---ma- n-s---ma- c-------- l-s---fa- n-s---mg- d-------- c-------- n-s---mg- n-s---fa- r-------- n-s---fd- d-------- l-p---mn- n-p---mn- a-p---mn- l-s---md- n-s---md- v3plia--- u-------- n-s---md- a-s---md- v-papmmn- u--------,h
c-------- d-------- l-s---md- n-s---md- v3piie--- r-------- n-p---mg- u-------- v-papamn- a-p---ma- r-------- n-p---ma- v3piia--- p-s---ma- d-------- n-p---mg- v-papmmn- d-------- l-s---md- n-s---md- n-p---mg- v3paom--- u--------,h
l-s---fn- d-------- n-s---fn- p-p---md- v3saia--- l-p---na- n-s---mg- l-s---mg- n-s---mg- n-p---na- v-papmma- u--------,h
c-------- d-------- v--ana--- d-------- a-p---mn- d-------- v3piie--- l-s---fa- n-s---fa- l-s---mg- n-s---mg- v3piia--- d-------- l-s---fa- r-------- n-s---ma- v-pfpmma- l-s---ma- n-s---ma- r-------- p-s---md- v3spoe--- n-s---mn- u--------,h
v-pppamd- d-------- p-p---na- l-p---md- a-p---md- v3spia--- l-s---fn- n-s---fn- p-p---na- u--------,h
v3spia--- a-s---fn- n-s---fg- n-s---fn- a-s---md- r-------- n-s---md- u-------- d-------- n-p---mn- v3ppia--- m-------- a-s---fg- r-------- n-s---fg- u-------- c-------- n-s---mn- a-s---mn- u-------- c-------- n-s---nn- r-------- n-s---nd- v3spie--- u--------,h
d-------- n-s---ma- v3siia--- a-s---fn- n-s---fn- u-------- p-s---ma- p2s----n- v-sapmmn- n-s---fg- n-s---mn- v2sfim--- u--------,h
c-------- d-------- d-------- p-p---na- v3paia--- l-p---mn- n-p---mn- u-------- v3piia--- l-s---fg- n-s---fg- p-s---nn- a-s---nn- u-------- a-p---na- v-prpemn- u-------- r-------- d-------- d-------- n-s---mn- l-p---mg- a-p---mg- v-pfpmmg- n-p---mg- v3saia--- u-------- l-p---mn- d-------- a-p---mn- v3ppia--- l-p---mg- n-p---mg- u-------- v-pppamn- r-------- l-p---mg- n-p---mg- d-------- l-p---mn- a-p---mn- u-------- m-------- n-s---ng- a-s---ng- u--------,h
l-p---ma- v3siia--- a-s---ma- l-s---ma- n-s---ma- u-------- l-s---ma- d-------- v3ppsa--- r-------- l-p---mg- n-p---mg- u-------- n-p---mg- l-s---md- a-s---md- v-ppppma- d-------- v--pna--- p-p---ma- p-s---fd- u--------,h
a-p---mg- d-------- l-p---mg- n-p---mg- n-s---mn- v3saia--- r-------- n-s---fd- d-------- n-s---fd- v-sapmmn- c-------- n-s---fd- u--------,h
v-sppafg- d-------- a-s---ma- l-s---ma- n-s---ma- n-s---fg- r-------- l-p---ma- n-p---ma- u-------- v-sapamn- r-------- a-s---na- v3siie--- n-s---na- v-sppena- u-------- c-------- r-------- n-s---nd- v3siia--- v-sppamn- l-s---na- v-sppena- u--------,h
v-sapamn- u-------- d-------- p3s---ma- l-s---mn- n-s---mn- v-sppama- v3saia--- v-sapmmn- l-s---ng- n-s---ng- d-------- d-------- d-------- u-------- i-------- n-s---mv- n-s---mv- c-------- d-------- v2saia--- p-s---na- d-------- p1s---mn- u-------- d-------- d-------- v2siia--- u-------- c-------- d-------- d-------- v2spia--- n-s---na- v-sppemn- l-s---fa- n-s---fa- l-s---ng- n-s---ng- u--------,h
p1s---mn- d-------- r-------- a-s---fd- v-sppamn- l-s---fd- n-s---fd- n-s---na- v--anm--- u-------- v-sppamn- v1paia--- n-s---fd- a-s---fd- u--------,h
r-------- d-------- n-s---fg- d-------- d-------- v--anm--- a-p---na- a-p---mac n-p---ma- l-p---mg- d-------- v1saia--- p-s---fa- c-------- v1saia--- l-s---ma- a-s---ma- n-d---nn- a-s---ma- v-sppama- l-s---fd- n-s---fd- u--------,h
v-sapamn- d-------- v1saia--- d-------- u--------,h
l-s---mn- d-------- d-------- p-s---md- v3siia--- p-p---na- d-------- v3slia--- u-------- l-s---mn- c-------- v-sapamn- l-p---na- v-pppena- v3siie--- l-s---ma- n-s---ma- r-------- l-s---na- n-s---na- p-s---ma- v--pna--- u-------- d-------- v-sppemn- u--------,h
l-s---mg- n-s---mg- m-------- v-sppamn- n-p---fa- l-p---ma- n-p---ma- v3siia--- v-pppama- u-------- l-s---ma- d-------- n-s---ma- c-------- l-s---fa- n-s---fa- l-s---ma- d-------- n-s---ma- c-------- l-s---ma- a-s---ma- u-------- l-s---ma- c-------- v-sppema- n-s---nn- l-s---na- n-s---na- r-------- n-s---nd- v-srpena- u-------- r-------- p-s---na- a-s---na- v-sppamn- u-------- c-------- r-------- a-s---nd- n-s---mg- n-s---mn- v3sasm--- u--------,h
v-sapmmn- d-------- p-p---na- c-------- v-sapamn- r-------- n-s---fa- v3siia--- n-p---md- a-s---na- l-s---na- n-s---na- u--------,h
l-p---mn- d-------- r-------- n-s---mg- a-s---mg- v-papamn- p-s---md- n-s---fa- v3paia--- u--------,h
l-s---mn- d-------- v-sapmmn- r-------- n-s---fa- c-------- v-sppamn- l-s---fa- p-s---mg- n-s---fa- r-------- l-s---ma- n-s---ma- v3siie--- r-------- d-------- v-sppamg- l-s---fa- n-s---fa- u--------,h
n-s---md- d-------- c-------- v3saia--- u-------- v3saip--- u-------- v-sapamn- c-------- l-s---ma- n-s---ma- c-------- l-p---na- n-p---na- v-sapamn- v3siie--- v-sppamn- r-------- n-s---fa- u--------,h
d-------- r-------- a-s---mg- l-s---mg- n-s---mg- u-------- c-------- v3ppoe--- p-p---mg- u-------- a-s---nd- a-p---mn- l-s---md- n-s---md- v3piie--- l-p---mn- n-p---mn- u--------,h
d-------- d-------- p-p---md- d-------- l-s---fn- a-s---fn- l-s---fg- n-s---fg- v3siia--- v-srpefn- u--------,h
p-p---na- d-------- d-------- a-p---na- v-sppemn- l-s---mn- n-s---mn- v3siia--- r-------- n-s---fa- n-p---ma- n-p---nn- d-------- v-pppama- c-------- v-pfpmma- n-s---fg- u-------- v-sapmmn- d-------- p-p---na- v--pna--- v--pna--- u--------,h
l-p---mn- d-------- v-papamn- v3piia--- v3saia--- p-p---ma- n-s---mn- l-s---mn- n-p---mg- d-------- c-------- a-p---ng- n-p---ng- n-s---mn- u-------- v-sppamn- p-p---na- u--------,h
i-------- n-p---mv- u-------- v-sapamg- l-s---mg- n-s---mg- l-s---ma- n-s---ma- a-s---ma- v--ane--- u-------- p2p----a- d-------- v1spie--- v--rna--- l-s---fg- n-s---fg- u-------- p2p----a- d-------- r-------- l-s---na- n-s---na- v1spie--- a-s---mn- d-------- v-sppamn- v--anm--- c-------- a-s---mn- r-------- d-------- n-s---mg- c-------- n-s---fg- u--------,h
n-s---mn- d-------- d-------- p-p---na- r-------- n-p---mg- v3siie--- u-------- n-p---mn- c-------- v-prpamn- d-------- p-p---mn- l-s---na- n-s---na- l-s---na- n-s---md- v-sapmna- v3paip--- d-------- l-s---fd- n-s---fd- l-p---mg- n-p---mg- c-------- v3paim--- n-p---na- n-s---fg- r-------- c-------- n-s---fg- u--------,h
d-------- d-------- a-p---fn- p-p---ma- n-p---fn- v3piia--- r-------- n-s---mg- a-s---na- d-------- v-prpafn- u--------,h
v-papamn- d-------- l-p---mn- n-p---mn- r-------- n-p---fa- n-s---ma- v3piie--- u-------- r-------- n-s---na- v-pppemn- v--anm--- a-s---na- p-s---nn- d-------- l-s---fg- n-s---fg- r-------- n-s---md- v3srie--- n-s---mg- u--------,h
n-s---mn- d-------- p-p---md- v-pppemd- v3saia--- n-s---fa- u--------,h
p-p---ng- d-------- d-------- r-------- l-p---mn- n-p---mn- l-s---fa- n-s---fa- v3paim--- u-------- c-------- c-------- r-------- a-p---mg- p-p---ma- v-sapamn- n-p---mg- v3siie--- a-p---ma- u--------,h
d-------- p-s---na- d-------- p-p---mn- v3piia--- a-p---mn- v-sapamd- u-------- p-s---na- c-------- v-papmmn- n-s---ma- a-s---ma- n-p---ng- d-------- d-------- v-papamn- r-------- l-s---na- n-s---na- c-------- n-s---nd- a-p---ma- n-p---ma- v-sppama- v3piia--- u-------- n-s---nn- v-pppemn- v--ana--- n-s---md- u--------,h
a-s---mn- l-s---mn- n-s---mn- d-------- v3saim--- r-------- n-p---fa- r-------- n-p---fa- a-p---fa- v-pppefa- a-p---fa- u--------,h
l-p---mn- d-------- n-p---mn- v3ppia--- c-------- c-------- v-sppemn- r-------- l-p---fa- n-p---fa- l-s---mn- n-s---mn- v3siie--- r-------- l-s---fa- n-s---fa- u-------- v-papmmn- n-p---mn- v3paom--- p-s---ma- n-p---fd- a-p---fd- v-papamn- u--------,h
a-p---mn- d-------- n-p---mn- v3ppia--- c-------- c-------- v3paia--- l-p---mn- v-pppamn- l-p---mg- n-p---mg- l-s---ma- n-s---ma- u-------- v3piie--- c-------- n-p---fa- d-------- c-------- n-s---ma- v--rna--- u-------- v3paim--- l-s---ma- n-s---ma- r-------- n-s---fd- u-------- n-p---ma- d-------- n-p---ma- v-pppema- v--ana--- p-s---ma- r-------- l-s---na- n-s---na- u--------,h
d-------- d-------- d-------- d-------- l-p---mn- v-papmmn- v3ppoa--- v-papmmn- r-------- n-s---fa- c-------- v3paop--- r-------- n-p---mg- u--------,h
r-------- d-------- d-------- l-s---ma- n-s---ma- d-------- v3saia--- u--------,h
n-s---mn- d-------- v-sapamn- l-s---mg- n-s---mg- v3siie--- n-s---fa- r-------- n-s---fa- u-------- v-sapamn- v--fna--- n-s---ma- d-------- c-------- l-s---fa- n-p---mg- n-s---fa- u--------,h
v-sppemg- d-------- n-s---mg- v--pne--- r-------- n-p---ma- u-------- l-p---mg- p-s---mn- n-p---mg- v-sppemn- d-------- d-------- v--pna--- a-s---mn- u-------- r-------- c-------- a-s---fg- l-s---fg- n-s---fg- d-------- l-s---na- d-------- n-s---na- r-------- n-p---md- v-sppamn- u-------- v3saia--- n-s---md- p-p---na- u--------,h
n-s---nn- p-s---md- v3siia--- n-s---mn- u--------,h
i-------- n-s---mv- u-------- r-------- n-p---ma- a-p---ma- v--pne--- v2spie--- u-------- p-p---mn- a-p---fa- d-------- n-p---fa- a-s---fa- c-------- l-s---fa- a-s---fa- n-s---fa- v3ppia--- u-------- v3ppie--- c-------- d-------- a-p---na- v3ppia--- c-------- a-p---na- v3ppia--- u-------- n-s---fa- v-pppamn- a-s---fa- u--------,h
r-------- d-------- d-------- n-s---md- v3ppse--- c-------- v3ppia--- u-------- d-------- n-p---na- c-------- v3ppia--- v--pna--- u-------- d-------- p-s---na- a-s---na- a-s---na- u--------,h
p-s---na- d-------- d-------- u-------- c-------- v2sasa--- u-------- p-s---na- p-p---ma- v2sfim--- u-------- p-p---md- d-------- d-------- v3spia--- p-s---nn- u--------,h
p-s---na- d-------- u-------- c-------- v2sasp--- u-------- v2sama--- a-p---na- a-p---na- v2sfia--- u--------,h
v-papmmn- d-------- l-p---ng- a-p---ng- a-p---ng- v3pfim--- c-------- a-p---mn- v3pfim--- u--------,h
p1s---mn- d-------- d-------- n-p---md- v1spia--- n-s---fa- u-------- p-p---mn- d-------- r-------- n-s---ma- v3ppia--- n-p---md- v--pne--- r-------- n-p---ma- u--------,h
p-p---na- v-sppamn- d-------- v3siia--- l-s---ma- n-s---ma- u--------,h
n-p---md- d-------- u-------- c-------- n-p---ma- v--anm--- u-------- v3siia--- d-------- a-s---nn- c-------- a-s---nn- p-s---nn- u--------,h
l-p---mn- d-------- n-p---mn- r-------- n-p---mg- n-p---mn- v3ppie--- u--------,h
