pos,label
a-s---na- g-------- n-s---mn- d-------- v3siia--- u--------,i
v3saim--- g-------- a-p---na- n-d---na- m-------- v-prpena- n-s---md- a-p---na- u--------,i
d-------- g-------- n-s---mn- r-------- d-------- n-s---ma- r-------- v3siia--- u--------,i
r-------- g-------- v3paia--- n-s---fn- g-------- c-------- n-s---fn- v-pppafn- n-s---ma- a-s---fg- n-s---fg- u--------,i
n-s---md- g-------- d-------- a-s---md- v3siia--- a-s---mn- n-p---fa- d-------- r-------- n-s---ma- v--pna--- d-------- r-------- n-s---fd- u-------- a-p---mn- g-------- n-p---mn- r-------- n-p---nd- v-pappmn- v3piie--- u--------,i
a-s---fn- g-------- n-s---fn- v3saim--- n-s---fg- r-------- u--------,i
v3paia--- g-------- a-s---na- n-p---mg- r-------- n-s---fd- v-pappmn- u-------- n-p---mn- g-------- a-s---na- v3piia--- u--------,i
r-------- g-------- n-s---ma- v3saia--- a-s---ma- n-s---mn- u-------- r-------- g-------- d-------- v3saia--- n-p---fa- n-s---nd- a-p---fa- r-------- n-s---mg- u-------- c-------- v3siia--- a-p---fa- a-p---fa- n-p---fa- n-s---md- v--fna--- u--------,i
n-p---mn- g-------- d-------- d-------- r-------- n-s---md- n-s---ng- n-s---ma- g-------- r-------- a-s---ma- c-------- a-s---ma- n-s---ma- n-s---ma- g-------- u-------- p-s---mn- n-p---md- n-s---mn- d-------- v3siie--- n-s---md- u-------- m-------- g-------- n-p---ma- n-s---ma- c-------- n-s---ma- a-s---ma- n-s---ma- g-------- n-s---ma- a-s---ma- a-p---md- u--------,i
n-s---mn- g-------- r-------- a-p---md- v3siia--- n-s---fa- d-------- a-s---fa- u-------- a-s---mn- g-------- r-------- n-p---ng- v3spie--- a-s---mn- n-s---mn- v-sppamn- u-------- d-------- g-------- d-------- v3saia--- n-p---na- a-p---na- u-------- d-------- n-s---mn- c-------- g-------- g-------- r-------- a-p---md- v3saia--- u-------- d-------- g-------- r-------- a-p---md- v-sppamn- u--------,i
a-s---mn- g-------- g-------- n-s---md- v3siia--- c-------- g-------- n-s---fn- n-s---mg- n-s---mg- a-s---mg- u--------,i
p-p---mn- g-------- u-------- d-------- g-------- n-p---mn- a-p---mn- a-p---md- n-s---ma- v3ppsa--- n-s---mg- n-s---mg- r-------- n-s---fa- n-p---mg- c-------- n-p---fg- u--------,i
l-p---nn- g-------- n-p---nn- a-p---nn- v3spia--- u--------,i
d-------- n-p---mn- c-------- a-p---mn- r-------- a-p---md- v-papamn- v3piia--- u-------- d-------- g-------- a-p---mn- v3piie--- a-s---mg- n-s---mg- u--------,i
a-p---fa- g-------- n-s---fn- n-p---fa- v3siia--- u-------- p-p---mn- g-------- n-p---mn- d-------- v3piia--- u--------,i
n-s---fn- g-------- g-------- v3siia--- a-s---fn- v-sppafn- u--------,i
a-s---fn- g-------- g-------- n-p---mg- v3siia--- v-pppemd- u-------- l-p---mn- g-------- a-p---mn- d-------- p-p---md- v3piia--- n-p---mn- u-------- c-------- a-p---mn- a-p---nd- r-------- n-p---nd- v3plim--- u-------- d-------- a-s---md- n-p---nn- a-p---nn- v3slie--- r-------- n-p---fa- n-s---mg- u--------,i
a-p---mn- g-------- v3piie--- a-s---ma- n-s---ma- c-------- g-------- n-p---md- v3siie--- n-s---na- v--ana--- u--------,i
p-p---mg- g-------- g-------- d-------- v3siia--- n-s---mn- u--------,i
p-s---mn- g-------- d-------- v-sapemn- l-p---mg- a-p---mg- r-------- v3saia--- n-s---nd- v-sppamn- v-sppamn- n-p----g- g-------- n-s---fa- c-------- n-p---fa- a-p---mg- n-s---mg- g-------- n-s---fa- u-------- v-pppama- g-------- v-pppema- g-------- u--------,i
c-------- g-------- n-s---fn- v3siia--- c-------- v3siie--- a-s---nn- n-s---nn- u--------,i
d-------- d-------- a-p---mg- n-p---nn- v3siie--- u-------- v3siia--- g-------- n-s---mn- u--------,i
--------- g-------- n-s---mn- g-------- n-s---mn- v3saim--- n-s---ma- n-s---ng- r-------- n-p---fd- u-------- c-------- g-------- v3saim--- n-p---fa- v-sppamn- n-p---na- a-p---na- u-------- n-s---nn- g-------- p-s---ma- v3saim--- n-s---ma- u-------- n-s---mg- g-------- a-s---mg- r-------- n-p---fa- n-s---mn- v3spia--- u-------- d-------- a-s---fd- n-s---fd- n-p---mn- v3paim--- n-p---fa- v-papmmn- n-p---md- r-------- n-p---fa- u--------,i
r-------- g-------- n-s---mn- a-s---mn- v3saia--- u-------- v3saia--- g-------- n-s---ma- n-s---ma- n-s---ma- n-p---mg- a-s---ma- u-------- d-------- g-------- n-s---ma- --------- a-s---ma- u--------,i
g-------- p-s---mn- g-------- r-------- n-p---mg- v-sapmmn- a-s---mn- v3saia--- u--------,i
p-s---ma- g-------- d-------- v-srpama- n-s---na- a-s---nd- n-s---nd- v3saia--- u-------- d-------- g-------- n-s---fn- n-s---na- p-s---md- v3saia--- a-s---na- u-------- c-------- r-------- a-s---fg- v3saia--- c-------- n-s---ng- u-------- n-s---mn- g-------- d-------- a-s---mn- v3slie--- u--------,i
v3saia--- g-------- p-s---ma- v-srpama- u--------,i
d-------- p-p---ma- g-------- v3saia--- d-------- n-s---mn- n-p---mg- n-s---mn- n-p---nd- v-pppama- u-------- c-------- v3saia--- n-p---ma- u--------,i
g-------- p-s---mn- v3saia--- n-s---ma- g-------- c-------- n-s---ma- v-sfpamn- n-d---ma- m-------- n-s---mg- a-s---ma- c-------- a-s---ma- a-d---ma- r-------- n-s---md- n-s---md- v-pppama- u--------,i
l-s---mn- g-------- a-s---mn- v3siia--- u-------- n-s---mn- d-------- v3siia--- a-s---mn- u--------,i
p-d---ma- g-------- n-s---mn- n-s---fg- r-------- n-p---md- v3siia--- n-p---md- n-p---fd- u-------- v-dppama- r-------- n-p---fd- v-sapamn- u-------- c-------- v3saia--- n-p---ng- u--------,i
g-------- d-------- g-------- n-s---mn- a-s---na- n-s---mn- n-s---mn- p-s---ma- g-------- r-------- n-s---mg- r-------- n-s---na- v3saia--- n-s---nd- u-------- n-s---ma- d-------- r-------- n-s---na- v3saia--- n-s---nd- u-------- r-------- g-------- v3saia--- n-p---mg- u--------,i
v-sppemn- g-------- r-------- p-d---mg- v3siia--- n-p---na- a-p---na- v-sppamn- u--------,i
d-------- g-------- p-p---ma- d-------- r-------- n-p---fd- a-p---fd- v3saia--- u-------- c-------- r-------- n-s---fg- v3saia--- n-p---ma- a-s---mn- n-s---mn- u--------,i
d-------- g-------- n-s---mn- n-s---fg- a-s---fg- a-p---na- n-p---na- d-------- v3saia--- v-sapamn- a-p---md- n-p---md- v-sapamn- r-------- n-s---fa- u-------- a-s---na- g-------- p-p---ma- n-s---na- v3siia--- u--------,i
p-s---fn- g-------- c-------- g-------- g-------- v3sasa--- d-------- d-------- u-------- d-------- v3spie--- p-p---md- v--pna--- u--------,i
a-s---fa- g-------- p-s---fa- r-------- n-s---mn- a-s---mn- v3spia--- u--------,i
d-------- g-------- v3saia--- r-------- n-p---na- a-p---na- c-------- n-s---fa- v-sppafn- v-sppafn- a-s---mg- n-s---mg- r-------- n-s---fg- u--------,i
d-------- g-------- p-p---md- d-------- p-s---mn- v3siie--- v--ana--- n-s---ma- n-p----g- u-------- c-------- d-------- a-p---mn- r-------- a-p---md- v3piie--- u--------,i
g-------- p-s---mn- n-s---ma- g-------- c-------- n-s---ma- a-s---ma- n-p---ma- n-s---mg- a-s----g- u-------- p-s---mn- g-------- d-------- n-s---ma- n-s---mg- v-srpemn- a-p---na- n-p---na- d-------- v3siia--- n-s---fa- v--ana--- a-s---md- n-s---md- u-------- p-s---mg- g-------- g-------- m-------- n-d---ma- v3saia--- n-s---mn- n-s---mn- r-------- n-s---md- n-s---md- v-pppama- u-------- d-------- g-------- v3piia--- a-p---ma- n-p---ma- u--------,i
r-------- g-------- p-p---ma- n-p---fg- v3paia--- n-p---nn- a-p---nn- u-------- p-d---mn- g-------- v3daip--- u--------,i
p-s---mn- g-------- d-------- v3saim--- n-s---mn- d-------- n-s---mn- u--------,i
p-d---mn- g-------- d-------- r-------- n-s---mg- v3diie--- u--------,i
v2spma--- n-s---mg- n-s---mv- u-------- p-s----n- g-------- a-p---na- v2samm--- n-p---na- u--------,i
a-p---nn- g-------- r-------- n-s---mg- n-p---md- n-p---nn- v3spie--- n-s---mn- g-------- n-s---mn- g-------- a-s---mn- g-------- n-s---mn- u-------- p-p---ng- g-------- p-s----d- v3saoe--- n-s---mn- a-p---na- n-p---na- u-------- c-------- p-d---ma- a-p---ma- v3saom--- r-------- n-p---fd- a-p---mg- u--------,i
d-------- p-d---mn- g-------- v-dppamn- v3diia--- n-s---ma- a-p---nd- n-p---nd- u--------,i
a-s---fa- g-------- n-s---fa- v3paia--- u--------,i
c-------- g-------- g-------- n-s---mg- a-s----g- n-p---mn- v2dpia--- u-------- p-s---mn- g-------- r-------- n-p----g- n-s---fd- n-s---ma- v3siia--- n-s---fa- v-sapama- r-------- a-s---md- n-s---md- d-------- v--ana--- g-------- g-------- v--ana--- d-------- r-------- a-p---ma- u-------- d-------- g-------- g-------- l-s---mg- n-s---mg- a-s---fa- v2pfia--- n-s---fa- u--------,i
v3siia--- u-------- c-------- n-s---ma- g-------- r-------- n-p---mg- v3saia--- d-------- n-s---nd- v-sapamn- r-------- n-s---na- u--------,i
p-s---mn- g-------- a-s---mn- n-s---nd- v3saip--- u--------,i
n-s---mn- g-------- v3saia--- u-------- p-s---ma- d-------- d-------- v3saia--- n-p---fa- r-------- n-s---nd- v-sapamn- r-------- g-------- n-s---ma- v-sapamn- u-------- n-s---ma- g-------- d-------- v3saia--- v--pne--- r-------- n-s---mg- u--------,i
p-p---ma- g-------- v3saia--- u--------,i
p-s---mn- g-------- d-------- a-p---fn- v3piie--- n-p---fn- u-------- d-------- g-------- v3saia--- u-------- d-------- g-------- a-p---mn- a-p---mn- a-p---mn- u--------,i
a-p---mn- g-------- a-p---ma- v3piia--- v-pppama- n-s---fd- u-------- n-p---mn- g-------- n-p---ma- u--------,i
r-------- g-------- p-p---md- v3saim--- n-s---fn- r-------- n-s---ng- u-------- p-s---fa- v3paia--- a-p---mn- n-p---mn- n-p---mg- n-s---md- v-pppamn- u--------,i
g-------- n-s---mn- n-s---mn- d-------- v-sppamn- v3siie--- a-p---md- v-sppamn- u--------,i
d-------- g-------- c-------- n-s---nn- a-s---nn- r-------- a-s---fd- v3sasa--- n-s---fd- u-------- d-------- g-------- v-sppamn- n-s---mn- v3spia--- u-------- l-p---mn- g-------- g-------- n-p---mn- a-p---mn- v3ppia--- v-pppemn- n-s---ng- n-s---fd- u--------,i
d-------- g-------- r-------- n-s---md- n-s---md- v3siia--- n-p---nn- n-p----g- v-pppamg- u-------- a-p---mn- g-------- a-p---mn- n-p---mn- a-p---na- n-p---na- v3piia--- r-------- n-s---mg- n-p---fa- n-p---ma- v-pppamn- a-p---ma- u--------,i
p-p---mn- g-------- r-------- n-s---fd- --------- u-------- n-p---md- a-s---na- a-p---mn- c-------- n-p---fd- u--------,i
n-s---ma- g-------- r-------- n-p---ng- v3siia--- n-s---mn- r-------- g-------- n-s---fg- r-------- g-------- n-s---fg- r-------- g-------- n-s---ng- r-------- g-------- n-s---mg- u--------,i
n-s---mn- g-------- v3siie--- a-s---na- n-p---md- v-sppamn- u--------,i
p-p---mn- g-------- r-------- n-s---mg- n-s---na- a-s---mg- n-s---mg- a-s---na- r-------- n-s---na- r-------- n-s---ma- v3piie--- v-pppemn- n-s---fg- u--------,i
p-s---mn- g-------- v-sppamn- v3siie--- d-------- n-s---mn- u-------- n-s---md- g-------- v3siie--- n-p---fa- a-p---fa- u--------,i
d-------- c-------- g-------- n-p---fa- g-------- n-p---fa- c-------- n-s---fa- v3paim--- u-------- d-------- g-------- g-------- v3piie--- c-------- a-p---ma- v3piia--- u--------,i
p-p---mn- g-------- d-------- r-------- a-s---na- n-s---na- v3piie--- n-p---fn- d-------- u-------- p-p---fa- g-------- n-s---mn- v3saia--- v-sapamn- r-------- n-s---fg- n-s---md- a-p---fa- u--------,i
p-s---fd- g-------- g-------- a-s---fd- v3spie--- a-s---mn- n-s---mn- u--------,i
p-s---fg- g-------- r-------- n-s---ma- v3saia--- v-sapamn- a-p---md- n-p---md- a-s---ma- u-------- d-------- g-------- g-------- n-s---na- c-------- n-p---na- a-p---na- v3spia--- u--------,i
d-------- p-p---ma- n-s---mn- v3siia--- n-s---mn- n-s---mn- d-------- v-sppamn- l-s---ma- a-s---ma- u--------,i
p-p---mn- g-------- v3piie--- u--------,i
a-p---mn- g-------- a-p---mn- g-------- c-------- a-p---mn- v3paia--- n-p---fg- n-s---mg- r-------- n-p---fd- u--------,i
d-------- d-------- g-------- n-s---nd- v3siia--- u--------,i
d-------- c-------- g-------- d-------- v3siia--- r-------- n-s---fa- a-s---na- g-------- n-s---na- v--fnm--- u-------- d-------- g-------- g-------- n-s---mn- n-p---mg- g-------- n-p---mg- g-------- n-s---fg- r-------- n-p---fd- v3saia--- a-s---fg- d-------- v-sapamn- u--------,i
v3siia--- g-------- n-s---fa- r-------- n-p---fd- u--------,i
n-s---fa- g-------- v3siia--- a-s---fa- v-sfpafa- u--------,i
v2spma--- v2spma--- n-s---fv- a-s---fv- u-------- p-s---ma- n-s---md- n-s---ma- v2sama--- u--------,i
c-------- g-------- g-------- g-------- v2spse--- n-s---ma- n-s---ma- n-p---mg- v-sppama- r-------- a-p---md- v-sppama- n-p---fa- n-p---mg- u-------- d-------- v3spma--- u-------- l-s---ma- g-------- a-s---ma- n-s---ma- v3srma--- v--pne--- a-p---md- r-------- a-s---fa- n-s---fa- u--------,i
g-------- c-------- g-------- c-------- n-s---nd- v-sappmn- c-------- v-sapmmn- n-s---md- r-------- n-p---ma- v3sasm--- u-------- d-------- p-s---md- n-s---na- v1sfia--- v--pna--- r-------- p-s---na- g-------- n-p---fa- a-p---fa- v3sase--- v3sasa--- g-------- n-s---mn- c-------- r-------- n-s---nn- a-s---nn- v3sasa--- u--------,i
d-------- v3siie--- u-------- d-------- g-------- v3saia--- a-s---fn- a-s---fn- n-s---fn- u-------- v3saia--- g-------- r-------- a-p---ng- n-p---ng- r-------- n-s---fa- a-s---fa- u--------,i
v3saia--- n-s---ma- n-s---mg- a-s----g- n-s---ma- a-s---ma- v-srpama- r-------- g-------- n-p---md- c-------- n-p---nd- a-p---nd- u--------,i
d-------- g-------- v-sppefn- v3siia--- n-p---ma- a-s---fn- n-s---fn- u--------,i
n-s---mv- n-s---mv- n-s---mg- n-s---md- n-s---fa- a-s---mv- n-s---mn- p-s---fa- n-s---mn- v3saia--- p-s----d- p-p---na- v--ane--- u--------,i
c-------- g-------- g-------- g-------- v2spsa--- n-s---ma- n-s---ma- n-p---mg- v-sppama- r-------- a-p---md- u-------- v-sppama- n-p---fa- n-p---mg- u-------- d-------- v2spma--- n-s---fg- u-------- l-s---ma- g-------- a-s---ma- n-s---ma- v2srma--- v--pne--- a-p---md- r-------- a-s---fa- n-s---fa- u--------,i
g-------- c-------- g-------- c-------- n-s---nd- v-sappmn- c-------- v-sapmmn- n-s---md- r-------- n-p---fa- v3sasm--- u-------- d-------- p-s----d- n-s---na- v3sfia--- v--pna--- u-------- r-------- p-s---na- g-------- n-p---fa- a-p---fa- v2sase--- n-s---fd- g-------- n-s---mn- c-------- r-------- n-s---nn- a-s---nn- v3sasa--- u--------,i
p-s---fn- g-------- g-------- d-------- v-papafn- v3saia--- n-p---ma- a-s---fn- n-s---fn- u-------- n-s---mn- g-------- r-------- n-p---ng- r-------- n-p---nd- v3saim--- d-------- u-------- v-sppamn- g-------- a-p---na- n-p---na- r-------- n-s---ma- v3siie--- d-------- v-sppamn- v--anm--- u-------- v3siia--- g-------- n-s---fa- a-s---fa- u--------,i
p-p---mn- g-------- v3paip--- c-------- a-p---mn- v3paia--- a-p---mg- u-------- a-p---mn- g-------- d-------- v3paim--- n-p---fa- u--------,i
v3saip--- g-------- n-s---fn- u-------- v3paia--- g-------- a-p---mn- u--------,i
r-------- g-------- n-s---mn- a-s---mn- v3saia--- u-------- v3siia--- g-------- a-s---na- v--pne--- a-p---mg- u--------,i
v2pama--- d-------- p-s---md- n-p---fv- a-p---na- n-p---na- v-pppafv- p-s---mn- p-s---mn- g-------- a-s---mn- n-s---mg- a-s---na- v3saia--- c-------- a-p---mg- n-p---mg- c-------- a-p---mg- n-p---mg- u--------,i
n-s---mn- n-s---mn- a-s---mn- g-------- a-s---mn- g-------- p-s---mn- v3saip--- r-------- n-s---fd- a-s---fd- n-s---fd- n-p---ng- u--------,i
n-s---mn- p-s---ma- g-------- v3saia--- n-p---md- r-------- a-s---ma- v-sppama- n-s---mn- u-------- p-s---mn- v3siia--- n-s---fa- a-s---fa- u--------,i
g-------- c-------- g-------- n-s---fg- a-s---fg- v3saim--- n-s---na- u-------- d-------- p-s---ma- v3siia--- u-------- v3siia--- g-------- p-s---mn- g-------- n-s---fa- a-s---fa- u--------,i
v-sapamn- g-------- r-------- n-s---mg- r-------- n-s---na- v3saim--- a-p---mg- r-------- m-------- n-p---fd- a-p---fd- u-------- p-p---fn- p-s---md- v3piie--- u--------,i
p-p---fa- g-------- d-------- r-------- n-s---fd- v3saia--- n-p---fa- a-p---fa- u-------- g-------- p-s---mn- a-s---mn- v-sppamn- r-------- n-s---fa- v3slia--- u--------,i
p-s---mn- g-------- d-------- n-s---mg- n-s---mg- n-s---na- v3saia--- u--------,i
p-p---mn- g-------- c-------- g-------- d-------- v3piia--- r-------- a-p---md- v-pppamn- u-------- n-s---mn- g-------- v3saia--- u-------- r-------- g-------- p-s---md- v3saim--- n-s---nn- u-------- n-s---mn- g-------- r-------- n-s---fa- n-s---mg- r-------- v3saia--- u-------- r-------- g-------- a-s---mn- v3saia--- a-s---fd- n-s---fd- v-sapamn- u--------,i
d-------- g-------- v3saia--- n-s---ma- a-s---ma- u-------- c-------- a-s---na- d-------- n-s---md- v-sppefn- n-s---mn- d-------- v3saim--- n-s---fn- u--------,i
d-------- p-s---na- g-------- n-s---fd- v-sapamn- a-s---na- n-s---mn- n-s---mn- v3siia--- r-------- p-s---md- v-srpamn- d-------- g-------- n-s---mn- u-------- r-------- g-------- g-------- n-s---fg- v3saim--- u--------,i
p-s---ma- g-------- n-s---nd- v3saia--- n-s---ma- u-------- v3saia--- g-------- n-p---na- u--------,i
d-------- p-s---mn- g-------- d-------- v-sapamn- v3saim--- a-s---ma- n-s---ma- a-s---mn- r-------- a-s---fg- n-s---fg- u-------- n-p---md- v-sppamn- u-------- a-s---fg- u-------- p-s---fg- d-------- p-s---na- n-s---fa- v3saia--- u-------- a-p---na- g-------- v3saia--- u--------,i
a-p---na- m-------- n-p---ma- v3saia--- u-------- d-------- g-------- a-p---na- v3saia--- n-p---ma- d-------- c-------- n-p---ma- u-------- p-p---nn- p-s---md- a-p---na- v3piie--- u--------,i
g-------- d-------- g-------- n-s---mn- n-s---mn- v3saia--- u-------- v3saia--- g-------- v-sppamn- r-------- n-s---ma- a-p---mg- n-p---na- a-p---na- u--------,i
p-s---ma- g-------- c-------- g-------- v3saia--- n-s---mn- a-s---mn- n-p---mg- a-s---mn- n-s---mn- u-------- a-s---nn- g-------- p-s---ma- n-s---nn- n-p---ma- v3saia--- n-s---mg- v-sapamg- u--------,i
v3saia--- g-------- d-------- r-------- n-s---nd- v-sapamn- n-s---ma- a-s---ma- u-------- v3saia--- g-------- p-s---ma- r-------- n-s---fa- a-s---fa- n-s---mg- r-------- u-------- d-------- g-------- v3saia--- a-s---ng- n-s---ng- n-s---fn- u--------,i
v3saia--- g-------- g-------- d-------- n-s---mn- n-p---mg- n-s---mn- u--------,i
d-------- d-------- g-------- d-------- v3siia--- n-s---fg- c-------- n-s---mg- u-------- c-------- v3saia--- n-s---md- v-sppamn- a-s---na- n-s---na- u--------,i
g-------- p-s---mn- n-s---ma- n-s---ma- c-------- a-s---ma- v3siia--- n-s---mg- v-srpamn- u-------- c-------- v3siia--- a-p---ma- a-p---ma- u--------,i
p-s---ma- g-------- v-sppama- r-------- n-s---ma- r-------- n-s---fg- a-s---fg- v3saia--- a-s---nd- a-s---nd- u-------- v3saia--- g-------- n-p---na- u--------,i
p-s---mg- g-------- r-------- n-s---md- n-s---na- v3saia--- v-sapamn- u--------,i
d-------- n-s---mg- n-p---mn- r-------- n-s---md- n-s---md- n-s---ma- v-papamn- v3paia--- n-s---ma- n-s---mg- r-------- u--------,i
g-------- p-s---mn- l-p---mg- a-p---mg- v3siie--- n-p---fa- n-p---mg- n-s---nd- g-------- n-s---nd- g-------- a-p---nd- g-------- n-p---nd- u-------- c-------- p-s---md- n-s---nn- d-------- a-s---nn- v3plia--- r-------- n-s---fg- u--------,i
g-------- c-------- l-s---nn- g-------- n-s---nn- v3siip--- u-------- v3saim--- g-------- n-s---nn- u-------- a-p---fn- g-------- n-p---fn- v3piia--- n-s---na- n-s---mg- u--------,i
d-------- g-------- c-------- g-------- v-sppafa- v3spsa--- n-s---nn- a-s---nn- n-s---fa- a-s---nn- u-------- p-s---na- g-------- v3ppia--- a-p---fn- n-p---fn- n-s---fg- n-p---fn- a-p---fa- n-p---fa- v-pppafn- u-------- d-------- a-s---fn- n-p---fn- v3piia--- n-s---na- n-s---mg- u--------,i
r-------- n-s---ma- g-------- v3saia--- u-------- c-------- n-s---md- v3siia--- n-p---fd- r-------- a-p---fd- v--pna--- u--------,i
v3siie--- g-------- n-s---na- u--------,i
v3saia--- g-------- a-s---na- n-p---md- v-srpamn- u--------,i
i-------- a-p---mv- a-p---mg- n-p---mv- c-------- n-p---mv- p-p----n- g-------- d-------- n-p---fd- v2ppma--- a-p---fd- n-s---fa- a-s---fa- u-------- c-------- d-------- p-s---ma- n-s---mn- n-s---mn- v3saia--- n-p---md- a-s---na- v--pna--- u--------,i
d-------- v3siie--- u-------- n-s---mn- g-------- v3saia--- a-p---ma- n-p---ma- n-p---fa- r-------- a-p---fa- u--------,i
p-d---mn- g-------- d-------- a-d---mn- v3diie--- u--------,i
v3piia--- g-------- n-p---nn- u-------- v3piie--- g-------- d-------- a-s---fd- v-sppema- n-s---ma- n-s---fg- r-------- v-pppamn- u--------,i
n-s---mn- g-------- c-------- v3saia--- n-s---ma- d-------- v-sapama- n-p---md- g-------- c-------- n-p---md- v3saim--- a-s---na- v-sapamn- u--------,i
n-p---mv- c-------- n-p---mv- c-------- n-p---mv- n-p---mv- n-p---mn- v2ppma--- a-p---mv- u-------- v2pamm--- g-------- a-s---fg- n-s---fg- u--------,i
v3siie--- n-s---mn- a-s---mn- u-------- p-s---md- g-------- a-s---na- n-s---na- v3saia--- n-s---mn- n-s---mn- u--------,i
d-------- d-------- v2ppma--- a-p---ma- n-p---ma- a-p---mg- n-p---mg- u-------- c-------- a-s---na- n-s---na- v2pasm--- u--------,i
d-------- v-sapamn- v3siia--- n-s---na- c-------- n-s---ma- a-s---mg- u--------,i
d-------- g-------- c-------- d-------- p-s---mn- n-s---mn- n-p---ma- a-p---ma- v3spsa--- r-------- a-s---md- n-s---md- n-s---md- c-------- n-s---md- u-------- d-------- r-------- a-p---md- v3saia--- n-p---ma- a-p---ma- n-s---mn- n-s---mn- a-s---md- a-s---mn- n-s---md- u--------,i
a-s---mn- g-------- r-------- a-p---md- a-s---na- v-sppamn- v3slia--- u-------- r-------- g-------- v3saia--- n-s---fd- a-s----d- a-s---mn- n-s---fd- u-------- p-s---fn- g-------- v-sppefn- a-s---ma- n-s---ma- v3spia--- u--------,i
d-------- p-s---ma- a-s---ma- u-------- p-s---ma- g-------- a-s---ma- v3saia--- n-s---mn- n-s---mn- u-------- c-------- p-s---md- n-s---mn- n-s---na- v3saia--- u--------,i
n-s---ma- g-------- a-p---na- c-------- n-s---ma- c-------- n-s---ma- c-------- n-s---ma- n-s---ma- c-------- n-s---ma- c-------- n-s---ma- n-s---ma- g-------- n-s---ma- g-------- c-------- n-s---ma- a-s---ma- u--------,i
l-p---ma- g-------- p-s---mn- g-------- n-p---ma- n-p---mg- v3saia--- u-------- g-------- d-------- n-s---fa- u-------- d-------- d-------- n-p---na- n-s---mn- v3sasa--- n-s---mg- n-s---mg- a-s---fd- n-s---fd- v-sppamn- u--------,i
a-s---nn- g-------- n-s---nd- n-s---nn- v3spie--- u-------- d-------- g-------- n-s---fn- v3spie--- r-------- n-s---mg- a-s---mg- n-s---fg- u--------,i
d-------- g-------- a-p---nn- n-p---nn- r-------- n-s---md- v3siie--- n-p---mg- u--------,i
d-------- g-------- n-s---mn- v3siia--- c-------- a-p---nn- n-p---nn- v3paim--- u-------- c-------- d-------- g-------- r-------- n-p---fd- v3paia--- v-pppamn- a-p---mn- u-------- c-------- g-------- n-s---md- n-s---md- v3saim--- n-s---mn- u--------,i
n-s---mv- x-------- v-dapamn- v1prie--- a-s---fg- n-s---fg- u--------,i
d-------- d-------- d-------- a-s---mv- u-------- r-------- p-s---ma- v2spme--- u--------,i
g-------- g-------- n-s---mn- v3sfi---- c-------- g-------- n-p---fa- v3sasa--- a-s---mn- n-s---mn- u--------,i
p-s---ma- g-------- v-sppemn- v3siia--- a-s---mn- n-s---mn- u--------,i
g-------- p-s---mn- v1sfia--- c-------- v1sfim--- u--------,i
d-------- d-------- p-p---mg- v3sfi---- n-s---nn- u-------- c-------- n-s---mn- n-s---mn- n-p---md- g-------- v3spie--- v--ana--- n-s---na- c-------- g-------- p-p---md- u--------,i
v3siia--- c-------- n-s---ma- g-------- r-------- n-p---mg- v3saia--- d-------- n-s---nd- v-sapamn- r-------- n-s---ma- a-s---ma- u--------,i
g-------- n-s---mn- a-s---ma- n-s---ma- n-s---ma- l-s---mg- n-s---mg- u--------,i
p-p---ma- g-------- d-------- v3paia--- u-------- c-------- n-s---mg- v3paia--- u--------,i
p-d---mn- g-------- r-------- n-s---ma- v-dppamn- v3piia--- u-------- d-------- c-------- n-d---mn- r-------- n-p---fd- a-p---fd- a-s---na- v-dppamn- v3dasa--- u--------,i
d-------- v3piia--- n-p---ma- d-------- v-dapmmn- u--------,i
g-------- a-p---mn- d-------- v-pppamn- v3piia--- n-s---ma- a-s---ma- u--------,i
d-------- v3daia--- n-s---ma- g-------- c-------- n-d---ma- n-s---mg- a-d---ma- n-d---ma- m-------- n-s---mg- n-s---mg- u-------- p-s---mn- r-------- a-p---mg- v3slia--- n-p---fa- u-------- d-------- g-------- a-p---ma- n-p---ma- v3siia--- v--pna--- r-------- n-s---ma- a-s---ma- u--------,i
p-d---mn- g-------- p-s---md- d-------- p-s---na- v3diie--- u--------,i
n-p---fn- g-------- v3piia--- a-s---mg- n-s---mg- u--------,i
p-p---ma- g-------- n-s---mn- a-s---mn- n-s---mn- n-s---mg- c-------- n-s---fg- v-sapamn- a-p---na- n-p---na- v3siia--- u--------,i
n-s---ma- g-------- n-s---mn- c-------- n-s---ma- v3saia--- u--------,i
d-------- p-p---md- r-------- a-p---na- n-s---fa- v3saia--- n-s---mn- r-------- n-s---fg- v-sppamn- u--------,i
p-p---mn- g-------- a-p---ma- v3piia--- u--------,i
g-------- n-s---mg- n-s---mn- n-s---ma- v3saia--- n-s---nd- n-s---ma- n-s---ma- r-------- n-s---na- u--------,i
d-------- g-------- p-s---md- n-p---mn- d-------- v3piia--- v--ana--- u-------- v3saim--- g-------- a-s---na- n-s---md- u--------,i
p-p---ma- g-------- g-------- n-s---mn- d-------- v3siia--- u-------- g-------- p-s---mn- a-s---mn- v3siia--- r-------- a-p---mg- u-------- c-------- a-s---ma- v3saia--- n-s---ma- u--------,i
n-s---mn- g-------- a-s---na- v3saia--- r-------- n-p---fa- u-------- v3saim--- g-------- r-------- a-p---ma- v-sppamn- u--------,i
d-------- g-------- n-p----g- v3piie--- n-p---fn- u--------,i
