pos,label
p-p---md- g-------- a-s---fn- n-p---md- v3siia--- n-s---fn- r-------- p-s---md- u-------- c-------- d-------- d-------- n-s---fg- r-------- n-s---na- v1saom--- u--------,o
d-------- c-------- n-s---fg- a-s---na- v3saia--- a-s---fn- n-s---fn- u-------- d-------- a-s---na- n-s---na- p-s---md- v3piie--- u--------,o
r-------- g-------- p-s---ma- n-s---fa- g-------- n-s---ma- g-------- n-p---na- v3paia--- u-------- r-------- g-------- p-s---md- n-s---na- a-s---na- a-s---na- v3paia--- c-------- n-s---ma- u-------- a-p---na- u-------- p-p---na- d-------- a-s---mn- r-------- n-p---md- v2spie--- u--------,o
a-p---mn- g-------- n-s---fg- a-s---fg- n-p---na- v3paim--- u--------,o
d-------- p-s---ma- g-------- v3paia--- a-s---fd- r-------- n-s---fd- n-s---nd- a-s----d- d-------- u-------- a-p---mn- g-------- v-papamn- d-------- r-------- n-s---fa- n-s---fg- n-s---na- v3paim--- u--------,o
g-------- p-s---md- n-s---ma- g-------- v3paia--- n-p---mn- a-p---mn- d-------- u--------,o
n-s---fd- g-------- r-------- n-s---na- v-sapamn- u-------- a-s---na- n-s---na- v-sapamn- v1saia--- n-s---fd- n-s---na- u-------- d-------- g-------- n-p---fd- v1saia--- a-p---fd- v-sppemn- u-------- d-------- g-------- d-------- d-------- v1siia--- r-------- a-p---mg- u--------,o
d-------- v-sapamn- u-------- d-------- g-------- n-s---nn- v3siia--- a-s---fg- n-s---fg- u-------- v1siie--- v-srpamn- u--------,o
p-p---mn- g-------- a-p---na- v-pppamn- v3piia--- u--------,o
d-------- d-------- g-------- p-p---md- v3siie--- a-s---nnc v--pna--- v--pne--- d-------- u-------- p-p---mn- g-------- d-------- d-------- v3piia--- n-s---fg- r-------- a-s---fg- u--------,o
p-s---ma- g-------- v3paia--- n-p---mn- a-p---mn- d-------- u-------- c-------- p-s---ma- n-s---md- v3paia--- v-pppamn- n-s---mg- v-sppemg- u--------,o
d-------- g-------- d-------- p-s---md- n-s---fn- v--ana--- u-------- u--------,o
p-s---ma- g-------- v-sppemn- v2siia--- u-------- n-s---mv- n-s---mv- u--------,o
u-------- i-------- a-s---mv- a-p---mg- u-------- d-------- p-s---md- d-------- n-s---ma- v2saia--- a-p---na- a-p---na- v-sppamn- u-------- a-p---na- g-------- v2saia--- c-------- a-p---na- v2saie--- u--------,o
d-------- p-p---na- g-------- d-------- r-------- n-s---ma- v1spie--- u-------- d-------- g-------- p-s---ma- v2sfia--- v-sapamn- r-------- n-s---md- u--------,o
x-------- p-s----a- v3spia--- a-s---ma- v-sppama- d-------- v--pne--- u--------,o
p-s---mn- g-------- d-------- v1sria--- d-------- a-s---mn- n-s---ma- a-s---mg- n-s---mg- u-------- p-s---na- g-------- v3siie--- a-p---md- n-p---md- d-------- d-------- u-------- c-------- p-s---ma- d-------- p-s---na- r-------- n-p---md- v3paia--- c-------- a-p---mg- r-------- n-p---fd- u-------- c-------- n-s---ma- v3saia--- u--------,o
d-------- g-------- p-s---md- n-s---ma- g-------- v3paia--- n-p---mn- u-------- c-------- g-------- d-------- a-s---md- n-s---md- a-s---na- n-s---na- v3saim--- d-------- d-------- g-------- p-s---ma- d-------- n-p---fn- v3paim--- u--------,o
g-------- p-s---mn- r-------- n-p---fd- a-s---mn- u--------,o
d-------- g-------- d-------- v1spie--- u-------- c-------- d-------- d-------- p-s---na- a-s---fn- n-s---fn- v--ana--- v3sasa--- u-------- c-------- n-s---fn- g-------- v3sasa--- u--------,o
d-------- p-p---mn- g-------- l-p---na- a-p---na- v-ppp-mn- v3pfia--- u-------- c-------- p-p---mn- v3ppip--- d-------- v-sppemg- n-s---mg- u-------- c-------- p-p---mn- v3ppia--- n-s---ma- a-s---ma- v-pppamn- u--------,o
d-------- p-s---md- d-------- a-s---nn- v3spia--- v--ana--- c-------- v--anm--- u-------- r-------- p-s---mg- g-------- p-s---ma- a-s---mn- n-s---mn- v3saia--- n-s---md- u-------- p-s---mn- g-------- n-s---ma- v-sapamn- u-------- a-s---fa- r-------- n-s---fa- v-sapemn- u-------- v3saia--- a-p---na- r-------- n-p---na- u--------,o
p-s---mn- g-------- p-s---ma- v1siia--- u--------,o
v3siia--- g-------- p-s---ma- r-------- n-p---md- r-------- n-s---md- v--anm--- n-p---fa- v-sppema- u-------- p-p---fa- p-s---md- v3paia--- n-p---fn- u--------,o
c-------- v3saim--- v--fnm--- c-------- r-------- n-s---na- c-------- r-------- n-s---fa- u-------- a-p---na- n-p---na- v-sppama- u-------- r-------- a-p---md- n-p---md- u--------,o
c-------- p-s----n- u-------- n-s---mv- a-s---mv- u-------- c-------- p-s----a- p-s---md- v3saia--- n-s---mn- u-------- g-------- p-s---na- p-s---md- n-p---nd- v2spme--- g-------- p-s---na- v2spma--- u--------,o
d-------- g-------- d-------- p-s---mn- p-s----a- v1sfim--- d-------- g-------- v1sfia--- u-------- c-------- n-s---ma- a-s---ma- v-sapamn- a-s---ma- g-------- v-sppamn- u-------- u--------,o
p-s---ma- g-------- v-sppemn- v3siia--- a-s---mn- n-s---mn- u-------- d-------- d-------- p-s---mn- p-s----d- n-s---mn- r-------- n-p---nd- a-s---mn- u-------- a-s---na- p-s----a- d-------- g-------- v-sapamn- g-------- v1saia--- d-------- g-------- p-s----a- v1spsa--- u--------,o
d-------- d-------- d-------- n-s---fa- v1pasm--- u--------,o
g-------- d-------- n-p---mn- a-p---md- n-p---mn- u-------- p-p---mn- n-s---ma- v3ppia--- u--------,o
c-------- g-------- g-------- v3sasa--- n-s---mn- a-s---mn- r-------- p-s---na- n-s---na- u-------- v-sapamn- p-s---ma- n-s---fa- g-------- n-s---ma- g-------- n-p---na- v--ana--- d-------- v--pna--- u-------- d-------- p-s---md- a-s---nn- v3siie--- n-s---md- u--------,o
c-------- g-------- g-------- g-------- v3sasa--- n-s---mn- a-s---mn- c-------- v1spia--- u-------- n-p---ma- v-sapamn- v--ana--- a-s---fg- r-------- n-s---fg- u-------- c-------- d-------- a-s---mn- n-s---mn- v3sasm--- v--pna--- u-------- u--------,o
p-s---ma- g-------- v-sppemn- v3siia--- a-s---mn- n-s---mn- u--------,o
u-------- n-s---mv- u-------- d-------- g-------- g-------- p-s---md- n-s---fn- g-------- n-s---fn- g-------- v3spoa--- r-------- n-p---ma- d-------- g-------- d-------- c-------- d-------- u-------- p-s---mn- p-s----a- c-------- r-------- n-s---fa- v1saia--- c-------- a-p---na- v1saia--- u-------- d-------- g-------- v1saoa--- a-s---ma- g-------- r-------- n-s---ma- v1saom--- u--------,o
a-s---mn- g-------- g-------- d-------- n-s---ma- n-s---ma- v1saom--- u--------,o
d-------- g-------- n-s---fn- n-s---ng- u--------,o
a-p---na- p-s---md- d-------- n-p---mn- v3ppoa--- u-------- c-------- r-------- n-s---fd- a-s---na- v1paom--- n-s---na- u-------- u--------,o
d-------- p-p---mn- g-------- a-p---na- r-------- a-p---ma- v3piia--- u-------- a-s---na- g-------- n-p---fn- g-------- c-------- n-p---mn- v3paia--- n-p---mn- u--------,o
p-p---fa- g-------- g-------- v3paia--- r-------- n-p---na- v--anp--- u-------- n-s---fn- g-------- a-s---fn- v3saim--- n-p---fg- v-pppefg- g-------- p-s---mn- a-p---nd- n-p---md- v3saim--- a-s---mn- n-s---mn- u--------,o
u-------- v2pama--- n-p---mg- l-------- a-s---ma- u-------- c-------- n-s---md- v1sasa--- a-s---md- u--------,o
d-------- g-------- a-p---mn- v1pfim--- u-------- p-p---mn- g-------- n-s---fa- d-------- v1ppia--- v-pppamn- n-p---mg- r-------- a-p---mg- u--------,o
a-p---mn- g-------- a-s---ma- n-s---ma- a-s---na- v3ppia--- u-------- u--------,o
d-------- g-------- v-sapamn- v3saia--- n-p---na- a-s----d- n-s---md- u-------- p-p---mn- g-------- n-s---ma- v3piia--- d-------- n-s---ma- a-s---ma- u--------,o
p-s---ma- g-------- d-------- v3paia--- r-------- n-s---fd- u--------,o
d-------- g-------- n-s---mn- v3siie--- g-------- a-p---mg- u--------,o
n-p---fd- g-------- v3srie--- a-p---fd- u--------,o
d-------- p-s---mn- v-sppemn- n-s---fg- n-p---fa- r-------- n-s---nd- v3siia--- a-s---mg- n-s---mg- u-------- c-------- v3siie--- a-p---md- n-p---md- v--ana--- n-s---ma- a-s---ma- d-------- d-------- u--------,o
v3saia--- g-------- v-sapmmn- n-s---fd- n-s---fg- u-------- p-s---fa- v3saia--- v-sppamn- u--------,o
p-s---ma- g-------- v3saia--- n-s---fn- u--------,o
p-p---mn- g-------- v3paia--- g-------- c-------- v3paia--- u--------,o
d-------- g-------- p-s---ma- v3paia--- u--------,o
p-s---mn- g-------- v3siie--- n-s---mn- u-------- a-p---ng- v-sppemn- n-p---ng- u-------- r-------- a-s---ma- n-s---ma- u-------- c-------- p-p---na- g-------- r-------- n-s---nd- v3siia--- u-------- v-sapamn- n-s---ng- n-s---fd- u-------- v3piia--- g-------- g-------- a-p---na- c-------- r-------- n-p---md- v3paia--- u-------- v3paia--- g-------- d-------- v3paim--- g-------- a-p---na- u-------- v3piia--- g-------- r-------- n-p---nd- a-p---na- u--------,o
r-------- g-------- n-s---mn- v3siie--- v-sfpamn- u--------,o
r-------- g-------- n-p----d- a-p---na- v3slia--- u--------,o
c-------- p-p---na- g-------- d-------- a-p---na- v3siie--- v-sppamn- u--------,o
l-s---fa- g-------- a-s---fa- n-p---fd- c-------- n-s---md- u-------- n-s---fg- n-s---md- u-------- v3saia--- v-sapmmn- u-------- l-------- g-------- a-p---fa- v3saia--- a-s---md- u--------,o
n-p---nd- g-------- n-s---ma- a-p---nd- v3siia--- a-s---mg- n-s---mg- u-------- v3siia--- g-------- n-s---ma- n-s---mg- u--------,o
c-------- p-s---ma- v-sapamn- v3siia--- a-s---mn- n-s---mn- u--------,o
u-------- i-------- d-------- u-------- n-s---mv- u-------- a-s---mn- n-s---md- n-s---md- v2saom--- c-------- a-p---mn- u-------- c-------- g-------- a-s---ma- v-sppama- a-p---nd- v2spia--- u-------- u--------,o
p-s---ma- g-------- v-sppemn- v2siia--- u-------- n-s---mv- n-s---mv- u--------,o
u-------- v2spma--- u-------- a-s---mv- n-p---mg- u-------- c-------- v2spme--- p-p---nd- u-------- a-p---nn- v3spia--- u--------,o
n-s---mn- g-------- p-s---na- g-------- v3sfia--- u-------- p-s---na- g-------- v3sfia--- u-------- c-------- g-------- a-s---md- n-s---md- v3spsa--- u--------,o
v3spie--- g-------- a-p---na- u-------- u--------,o
v3siia--- g-------- d-------- n-p---na- v3saia--- n-p---md- a-p---md- u-------- v-sapamn- g-------- a-s---ma- n-s---ma- n-s---md- a-s---md- r-------- n-p---fd- v3saia--- u--------,o
p-s---mn- g-------- v3saim--- a-s---fd- r-------- n-s---fd- u--------,o
n-s---ma- g-------- p-p---md- v3saia--- n-s---mn- u-------- p-s---ma- g-------- n-s---mn- a-s---mn- v3saim--- a-s---mn- v-sppemg- n-s---mg- u-------- r-------- n-s---fg- c-------- n-s---mg- n-s---mg- u--------,o
r-------- g-------- g-------- p-s---ma- n-p---mg- v3siie--- n-p---nd- a-p---nd- u--------,o
p-p---mn- g-------- r-------- n-p---na- a-p---na- v-pppena- n-p---fa- v3piia--- u--------,o
g-------- c-------- n-s---fg- c-------- n-s---fg- r-------- n-s---ma- v3paim--- u-------- n-s---ma- g-------- p-p---md- v3saia--- n-s---mn- u-------- p-p---mn- g-------- r-------- n-s---ma- n-s---mg- c-------- n-p---ng- v-prpemn- v3piie--- u--------,o
n-s---fn- g-------- g-------- v3saia--- a-s---fn- a-s---fn- u-------- v3siia--- g-------- g-------- n-s---mn- a-s---mn- u-------- c-------- v3siia--- n-s---mn- a-s---mn- d-------- a-s---mn- u--------,o
p-p---md- g-------- n-s---mn- v3saia--- u-------- n-s---mg- v-sppamn- u-------- c-------- g-------- p-s---md- v-sapamn- n-s---fa- v3saoa--- u-------- c-------- p-s---ma- n-p---mg- a-s---ma- v3saoa--- u-------- c-------- p-s---mg- v3siie--- d-------- u--------,o
u-------- v2sama--- d-------- u-------- n-s---mv- c-------- a-p---mv- a-p---mv- n-p---mv- u-------- v-sapmmn- p-s---na- n-s---na- v1sfia--- u--------,o
n-s---mn- g-------- v3spia--- a-s---mn- u-------- p-s---mn- g-------- v3saia--- n-s---ma- g-------- d-------- v--ana--- c-------- g-------- a-s---na- v--ana--- u-------- c-------- g-------- v--ane--- v3saia--- u-------- c-------- p-s---na- n-s---na- v3saia--- p-s---nn- g-------- g-------- a-s---nn- a-s---nnc u--------,o
d-------- c-------- g-------- l-s---na- a-s---na- v1saia--- u-------- d-------- v1sfia--- u--------,o
i-------- d-------- v1spoa--- n-s---fn- g-------- p-s---md- a-s---fn- v3spoa--- u-------- d-------- c-------- r-------- n-s---fa- n-s---ma- v1piia--- v-papamn- u--------,o
v3diie--- g-------- n-s---mn- g-------- c-------- n-s---mn- n-s---mn- u-------- p-p---md- g-------- r-------- a-s---mn- v1siia--- p-s---mn- u--------,o
a-p---mn- g-------- v3piia--- u--------,o
d-------- c-------- g-------- g-------- v1paim--- r-------- n-s---fa- a-s---na- g-------- n-s---na- u-------- p-p---mn- g-------- r-------- n-s---na- r-------- n-p---na- a-p---na- u-------- r-------- n-p---ma- c-------- n-s---na- u-------- r-------- n-p---nd- v-prpamn- v1piie--- u--------,o
n-s---fn- g-------- g-------- v3saia--- a-s---fn- n-s---mg- v-sapamg- u-------- a-s---fn- u--------,o
g-------- d-------- n-s---fn- v3saim--- g-------- n-s---fn- u-------- a-s---fn- u-------- c-------- n-p---nd- v3siie--- n-s---mn- u--------,o
d-------- a-p---mn- a-p---mn- n-p---fa- v3piia--- c-------- n-p---ma- u-------- v3piia--- g-------- a-p---mn- u-------- n-p---nd- v-prpemn- n-p---ma- u--------,o
g-------- p-s---mn- n-s---fa- g-------- v-sppamn- n-p---md- v1siia--- n-p---fd- u-------- c-------- d-------- v1siie--- v--fna--- d-------- u-------- c-------- v1siie--- n-s---na- a-s---na- v-sppamn- c-------- n-s---na- a-s---na- u--------,o
d-------- c-------- g-------- d-------- n-s---fg- v3siia--- u-------- r-------- g-------- n-p---nn- v3slia--- u-------- d-------- d-------- p-s---mn- n-s---ma- v1siia--- d-------- v-sppama- n-s---md- v-sapamn- u--------,o
p-s---mn- g-------- g-------- d-------- v3saia--- u--------,o
u-------- a-s---mv- n-s---mv- u-------- a-s---mv- n-s---mv- u-------- d-------- g-------- d-------- a-p---md- v1sfim--- u-------- c-------- p-s---ma- n-s---nn- v3spie--- u--------,o
d-------- g-------- v1spia--- n-s---fa- u--------,o
r-------- p-s---ma- v3saia--- n-s---mn- n-s---ma- v--pna--- u--------,o
d-------- g-------- d-------- a-p---nn- v3ppie--- u-------- u--------,o
u-------- d-------- v1siie--- u-------- p-s---mn- g-------- d-------- n-s---ma- v3saia--- p-s---ma- r-------- n-s---md- u-------- a-s---mn- a-s---mn- v3siia--- v--pna--- c-------- v--pne--- u--------,o
v-sapmmn- g-------- a-s---fd- n-s---fd- p-s---ma- r-------- n-s---ma- v3saia--- u--------,o
u-------- v2spma--- d-------- u-------- c-------- p-s---mn- p-s----g- a-p---mg- a-s---mn- v3sasa--- u-------- u--------,o
u-------- v3siia--- d-------- r-------- n-s---mg- n-s---fa- v3saia--- v3saia--- g-------- n-s---ma- u--------,o
u-------- v2pama--- u-------- a-p---mv- u--------,o
a-s---mn- p-s---md- a-s---na- v3saia--- n-s---mn- u--------,o
d-------- g-------- n-p---mg- r-------- v1paia--- u--------,o
d-------- p-s---mn- v3spoa--- v--ana--- n-s---md- n-s---md- u-------- n-s---md- n-p---mg- u-------- c-------- a-p---mac r-------- n-p---fd- v3saoa--- v--pne--- u--------,o
u-------- u-------- d-------- v3siie--- u-------- v3saim--- g-------- d-------- n-s---mn- u-------- n-s---mg- n-s---mn- u-------- d-------- u-------- r-------- g-------- n-s---fa- v3sai---- a-s---fa- u-------- v3saia--- g-------- v--pna--- r-------- n-p---fa- u--------,o
p-s---mn- g-------- r-------- n-s---nd- a-s---mg- v1siie--- d-------- u-------- v3siia--- g-------- a-s---fn- n-s---fn- u--------,o
d-------- d-------- v1spoa--- n-s---fn- g-------- p-s---fd- a-s---fn- v3spoa--- u--------,o
v3saoa--- g-------- p-s---mn- n-s---fa- r-------- n-p---md- n-p---mg- u-------- a-s---na- u-------- n-s---fd- c-------- n-s---fd- n-s---mg- a-s----g- u--------,o
d-------- g-------- p-s---ma- v3ppia--- a-p---na- n-s---md- n-p---na- v-sppama- u-------- u--------,o
p-s---ma- g-------- v-sppemn- v2siia--- u-------- n-s---mv- n-s---mv- u--------,o
u-------- i-------- n-s---mv- u-------- n-s---mn- g-------- p-s----d- a-s---mn- u-------- p-s---ma- v2saia--- u-------- d-------- g-------- p-s---na- g-------- r-------- n-s---fa- n-s---na- a-s---na- v2saia--- u--------,o
d-------- d-------- g-------- n-s---fg- v2sfim--- d-------- g-------- p-s----g- a-s---ng- u-------- p-p---ng- v3sria--- n-s---ma- a-s---ma- v-sapama- u-------- d-------- u--------,o
g-------- d-------- g-------- l-p---na- a-p---na- n-p---na- v2sfia--- u--------,o
d-------- g-------- a-p---fn- n-p---fn- a-p---mn- g-------- n-p---mn- d-------- v--pne--- u-------- a-s---fn- g-------- a-s---fn- n-s---md- a-s---md- u--------,o
g-------- c-------- v3sasa--- n-s---mg- a-s---mn- n-s---mn- u-------- a-s---mn- p-s----d- n-s---fa- g-------- n-s---ma- g-------- n-p---na- v3sfia--- u-------- v3sfia--- g-------- d-------- p-s----a- n-s---fn- n-s---mn- g-------- v3spia--- u-------- u--------,o
u-------- d-------- v-sapamn- v3saia--- u-------- v3siia--- g-------- g-------- p-s---md- n-s---ng- r-------- n-s---fa- u-------- r-------- g-------- n-p---fg- g-------- c-------- n-p---mg- n-p---na- v3siia--- u--------,o
d-------- n-s---mn- v3saip--- u--------,o
r-------- g-------- n-s---fa- v3saia--- a-s---md- a-s---fa- c-------- a-s---fa- u-------- p-s---fn- p-s---md- v3siie--- n-s---fn- u-------- v--pne--- c-------- p-s---mn- n-s---mn- a-s---mn- v3spoe--- u--------,o
u-------- d-------- l-------- g-------- d-------- n-s---mn- v3saim--- u-------- l-------- g-------- r-------- a-s---ma- n-p---mn- v3paim--- n-p---mn- u--------,o
d-------- g-------- n-s---md- v3siia--- d-------- n-s---mn- u-------- n-p---fg- r-------- v--anp--- u-------- c-------- p-s---mn- g-------- g-------- d-------- v-sppamn- v3siie--- u--------,o
v3siia--- g-------- n-s---mn- u-------- c-------- g-------- p-s---md- n-s---mg- v3siie--- d-------- v-sppamg- u--------,o
a-s---na- g-------- n-s---na- a-s---na- r-------- a-p---md- v3saim--- n-p---md- u-------- r-------- g-------- n-s---fa- v3saim--- a-s---fa- u-------- d-------- a-s---fa- u-------- r-------- g-------- n-s---na- v3saim--- n-s---mg- a-s---mg- a-s---mg- u-------- v3saim--- g-------- a-s---ma- n-s---ma- u-------- n-p---mg- n-s---ma- c-------- n-p---mg- u--------,o
v3saia--- g-------- v--pna--- v-sppamn- d-------- g-------- n-p---mn- a-p---mn- n-s---fd- r-------- a-s---fd- v3piia--- u-------- n-s---mg- r-------- n-s---fd- u--------,o
p-s---fn- g-------- r-------- a-s---fa- n-s---fa- n-s---fn- n-s---fn- v3siie--- u-------- n-s---mg- a-s---mg- a-s---ma- n-s---ma- n-s---mg- v-sfpafn- c-------- v-sfpafn- v--pne--- u--------,o
v3saia--- g-------- n-s---ma- c-------- n-s---mg- a-s---ma- n-s---ma- v-dppama- r-------- n-s---md- n-s---mg- a-s---mg- u-------- d-------- g-------- n-s---ma- a-s---md- v-srpema- n-s---md- u--------,o
n-s---ma- g-------- d-------- n-s---mn- v3siia--- a-s---mn- u-------- c-------- r-------- n-s---md- n-s---fa- r-------- a-s---fa- n-p---nn- n-s---mg- v3siia--- u--------,o
d-------- g-------- v-sppefn- v3siia--- a-s---fn- n-s---fn- u--------,o
u-------- n-s---mv- u-------- d-------- a-p---na- n-p---mg- r-------- d-------- v2spie--- u-------- n-p---na- g-------- v-sapamn- n-p---ma- g-------- r-------- a-p---md- n-p---md- d-------- a-p---ma- u--------,o
c-------- p-s----d- r-------- a-p---na- v3ppsa--- n-p---na- v-papmmn- u-------- p-s----n- g-------- a-s---fa- n-s---fa- v2sasa--- u--------,o
d-------- v2spma--- a-p---na- n-s---fa- a-s---ma- n-s---ma- v--pna--- u-------- c-------- d-------- d-------- a-s---fa- n-s---fa- v2sasa--- u--------,o
d-------- g-------- g-------- n-s---mn- g-------- n-p---mn- g-------- v3ppie--- n-s---md- v--anm--- u--------,o
p-s---mn- g-------- v3spia--- a-p---ma- n-p---ma- n-p---nd- c-------- v3saia--- n-p---na- u--------,o
d-------- d-------- p-s---na- p-s----g- d-------- n-p---mg- r-------- n-s---nn- v3spse--- u--------,o
v2sria--- g-------- a-s---mn- n-s---mn- r-------- n-p---nd- n-s---fg- u--------,o
a-s---mg- v3spie--- n-s---ma- v--pna--- p-s---mn- g-------- v3spsa--- u-------- n-p---mg- g-------- a-p---mg- c-------- a-s---mg- a-s---mg- d-------- v3srie--- v-srpamg- d-------- g-------- v3spia--- u--------,o
d-------- p-s----n- g-------- v-sapamn- a-s---mn- v2saoa--- a-p---na- n-p---fg- p-s---fn- p-s---mn- p-s----d- a-s---fn- v3spie--- v--pna--- u-------- r-------- p-s---na- g-------- p-s----d- v3pasa--- n-p---mn- a-s---fa- n-s---fa- u--------,o
a-s---na- g-------- p-s----d- p-s---na- n-s---na- v1sfia--- u-------- p-s----n- g-------- v2samm--- n-s---md- u--------,o
n-p---mg- p-s----a- d-------- n-p---mn- v3ppia--- r-------- n-s---md- n-s---fg- g-------- n-s---fg- g-------- a-s---fg- u--------,o
v-pppemn- v--ana--- u-------- c-------- a-s---fa- n-s---fa- v--anm--- u--------,o
d-------- p-p---na- g-------- d-------- v1spia--- u--------,o
d-------- d-------- p-s---ma- n-s---fn- v3sfia--- n-p---mg- n-p---mg- u-------- p-p---mn- g-------- n-s---ma- v3ppia--- u--------,o
d-------- d-------- n-p---fg- v--pna--- a-s---fa- n-s---fa- u-------- n-s---fd- g-------- d-------- v--pna--- u--------,o
v3sfia--- g-------- p-s----d- n-s---ma- d-------- a-p---mg- p-s---mn- p-s---mn- p-s----a- v3spia--- g-------- v3spie--- g-------- u--------,o
g-------- c-------- a-s---fa- n-s---fa- n-s---fg- v2sase--- u-------- n-s---fa- g-------- r-------- n-s---fa- v--ana--- c-------- a-p---ma- n-p---ma- u-------- a-s---mn- g-------- a-p---na- n-s---ma- v--anm--- u-------- p-s---mn- p-s----d- n-p---mg- n-s---mn- u-------- d-------- g-------- p-s----d- a-p---na- v3sria--- u--------,o
d-------- g-------- n-s---fa- v--ana--- u--------,o
p-s---ma- g-------- v--ana--- n-s---fa- r-------- n-s---fa- v-sfpama- n-s---fd- n-s---fd- u-------- c-------- p-s---fd- a-s---mn- v2spia--- c-------- r-------- n-s---fg- v2sria--- u-------- u--------,o
p-s---fn- g-------- g-------- d-------- v-papafn- v3saia--- r-------- a-s---ma- n-s---ma- u-------- g-------- p-s---mn- n-s---ma- r-------- a-s---mg- n-s---mg- v3saia--- d-------- n-s---md- v-sapamn- u-------- c-------- p-s---ma- r-------- n-s---ma- v3saia--- u--------,o
u-------- v2samm--- u-------- n-s---mv- n-s---mv- u-------- n-p---ma- n-p---ma- v2sama--- r-------- n-p---na- v-sppamn- u-------- c-------- v1ppsa--- n-s---fg- u-------- u--------,o
p-s---ma- g-------- d-------- n-s---mn- n-s---mn- d-------- v3siia--- u--------,o
u-------- n-s---mv- u-------- d-------- g-------- v3spia--- v-pppema- g-------- n-s---fg- n-s---fa- r-------- a-s---fa- v--pna--- u--------,o
d-------- g-------- v3sfim--- n-s---fn- u--------,o
d-------- v2spma--- r-------- p-s---na- g-------- n-p---na- v-sppamn- a-p---na- v3sasa--- n-p---mn- n-s---mn- u-------- a-s---mn- n-s---mn- u-------- c-------- n-p---md- a-p---md- v-sapamn- v3sasa--- u--------,o
p-s---mg- g-------- g-------- n-s---mn- v3spie--- n-p---na- a-p---na- n-s---mg- n-s---mg- u-------- p-s---mn- g-------- n-s---fa- v3sasa--- u-------- u--------,o
d-------- v3siie--- u-------- d-------- g-------- a-s---fn- v3saia--- n-s---fn- u--------,o
a-s---na- g-------- p-p---ma- v3saia--- n-s---fa- a-s---mn- n-s---mn- u-------- v-sapamn- r-------- n-s---fg- u-------- n-s---fg- r-------- --------- u--------,o
p-s---ma- g-------- c-------- g-------- v3saia--- n-s---mg- a-s---mn- n-s---mn- u-------- v-sppemn- g-------- n-s---ma- r-------- n-s---md- a-s---ma- v3saia--- u-------- c-------- a-s---na- n-s---na- r-------- a-p---md- v3saim--- n-p---md- n-p---mn- u-------- v3saia--- g-------- d-------- u-------- v-sppemn- g-------- v3siia--- n-s---mn- u-------- a-s---mn- n-s---mn- n-s---mg- a-s---mg- u--------,o
u-------- n-s---mv- n-s---mv- a-s---mv- u-------- n-s---mv- n-p---mg- u-------- d-------- d-------- p-s---ma- v2spma--- a-s---fa- r-------- a-s---fa- n-s---fa- u--------,o
d-------- g-------- p-s---md- n-s---mn- v3spie--- d-------- v--anm--- u-------- u--------,o
p-s---ma- g-------- v3siie--- d-------- n-s---fa- a-s---mn- n-s---mn- u--------,o
u-------- n-s---mv- u-------- d-------- p-s---na- p-s----a- p-s---mn- g-------- a-s---ma- n-s---ma- d-------- v1sfia--- v-sppema- n-s---mg- u--------,o
v1spse--- g-------- d-------- a-s---md- n-s---md- n-s---md- u-------- p-s---mn- g-------- d-------- g-------- v3spsa--- u-------- d-------- g-------- v3spsa--- u--------,o
a-p---nnc g-------- a-p---nn- a-p---na- u--------,o
a-s---nn- g-------- a-s---nn- v3spia--- u-------- p-s---mn- g-------- d-------- v-sppama- v--pne--- n-s---ma- v3spia--- c-------- p-s---mn- v-sppema- v3spia--- u--------,o
v3spia--- n-s---ma- v-sppama- v--pna--- u-------- v-sppama- g-------- v--pna--- u--------,o
d-------- v2spma--- r-------- p-s---na- g-------- n-p---na- v-sppamn- a-p---na- v1sasa--- a-p---na- u-------- p-s----n- g-------- n-p---md- v2sasa--- u-------- v1sasa--- g-------- n-p---fd- n-s---ma- r-------- n-p---nd- v--ana--- d-------- d-------- v-pppang- u--------,o
a-s---nn- u-------- n-s---nn- g-------- c-------- n-s---fn- c-------- n-s---nn- u-------- v-papama- v--pna--- a-s---fa- r-------- a-s---fa- n-s---fa- u--------,o
c-------- g-------- v2spia--- v--anp--- r-------- n-s---fa- c-------- a-s---na- n-s---na- u-------- c-------- p-s----d- a-s---mn- v1spse--- u-------- v1sfia--- g-------- p-s----d- n-p---ma- u-------- n-p---na- g-------- n-p---mg- v1sfim--- u--------,o
d-------- g-------- p-s---mn- p-p---ma- d-------- v3sfia--- u-------- v3sfia--- g-------- p-s---na- n-s---na- g-------- v--pne--- u-------- c-------- p-p---na- n-p---mg- a-p---mg- c-------- n-p---mg- u-------- c-------- m-------- n-p---ma- c-------- a-s---na- n-s---na- u-------- u--------,o
p-s---ma- g-------- d-------- n-s---mn- v-srpemn- d-------- v3siia--- u--------,o
u-------- n-s---mv- n-s---mv- a-s---mv- u-------- n-s---mv- n-p---mg- u-------- v1spie--- d-------- v--pne--- r-------- a-p---na- u--------,o
d-------- g-------- d-------- n-s---ma- v-sppamn- v1siia--- r-------- n-p---nd- a-p---nd- u--------,o
c-------- n-s---ma- a-s---ma- v-sppemn- a-s---mn- v1sasm--- u-------- c-------- p-s---nn- p-s---md- r-------- n-p---ng- n-s---nn- a-s---nn- v3sas---- u-------- u--------,o
